11500,4300
8000,2500
8700,4300
8000,3000
2500,2000
2000,2000
5000,4600
10000,4300
4000,2500
6800,4000
5000,2500
4000,4000
8000,5000
3000,2500
1500,1000
6000,1000
2500,1200
1500,1200
1800,1200
7000,4300
4300,3500
4300,3500
3000,2500
8000,3000
3000,2500
8000,4000
